key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
415,"",8,9,2,1,307,"g3d4/02",200,-315,5,"ギラバニア","スカラ","深層",89,62464,"g3d4",True,False,False
416,"",0,0,0,1,0,"f1bz/00",400,0,0,"？？？？","大迷宮バハムート","",-1,0,"f1bz",True,False,False
417,"",0,0,0,1,275,"g3d2/02",200,-250,128,"ギラバニア","鷲獅子の間","",80,16320,"g3d2_event",True,True,False
418,"",99,1,0,3,0,"region/99",100,0,0,"？？？？","？？？？","",-1,0,,True,False,False
419,"",0,0,0,1,305,"g3e6/00",200,0,0,"ギラバニア","超越技術研究所","",-1,0,"g3e6",True,True,False
420,"",0,0,0,1,303,"z3e2/00",400,0,0,"？？？？","劇場艇プリマビスタ・大道具部屋","",-1,0,"z3e2",True,True,False
421,"",0,0,0,1,304,"z3e3/00",400,0,0,"？？？？","劇場艇プリマビスタ・ブリッジ","",-1,0,"z3e3",True,True,False
422,"",99,2,1,1,308,"z3r1/01",200,300,-100,"？？？？","失われた都 ラバナスタ","ラバナスタ廃墟",88,510,"z3r1",True,False,False
423,"",99,2,2,1,309,"z3r1/02",200,-250,-300,"？？？？","失われた都 ラバナスタ","ガラムサイズ水路",88,3584,"z3r1",True,False,False
424,"",99,2,3,1,310,"z3r1/03",200,-100,300,"？？？？","失われた都 ラバナスタ","王都ルザリア",88,61440,"z3r1",True,False,False
425,"",0,0,1,1,0,"e1i1/01",400,0,0,"ひんがしの国","シロガネ：コテージ","1F",-1,0,"e1i1",True,False,False
426,"",0,0,2,1,0,"e1i1/02",400,0,0,"ひんがしの国","シロガネ：コテージ","B1F",-1,0,"e1i1",True,False,False
427,"",0,0,2,1,0,"e1i2/01",400,0,0,"ひんがしの国","シロガネ：ハウス","1F",-1,0,"e1i2",True,False,False
428,"",0,0,1,1,0,"e1i2/02",400,0,0,"ひんがしの国","シロガネ：ハウス","2F",-1,0,"e1i2",True,False,False
429,"",0,0,3,1,0,"e1i2/03",400,0,0,"ひんがしの国","シロガネ：ハウス","B1F",-1,0,"e1i2",True,False,False
430,"",0,0,2,1,0,"e1i3/01",400,0,0,"ひんがしの国","シロガネ：レジデンス","1F",-1,0,"e1i3",True,False,False
431,"",0,0,1,1,0,"e1i3/02",400,0,0,"ひんがしの国","シロガネ：レジデンス","2F",-1,0,"e1i3",True,False,False
432,"",0,0,3,1,0,"e1i3/03",400,0,0,"ひんがしの国","シロガネ：レジデンス","B1F",-1,0,"e1i3",True,False,False
433,"",0,0,0,1,0,"e1i5/00",400,0,0,"ひんがしの国","シロガネ：地下工房","",-1,0,"e1i4",True,False,False
434,"",0,0,0,1,0,"e1i4/00",400,0,0,"ひんがしの国","シロガネ：プライベートルーム","",-1,0,"e1i5",True,False,False
435,"",0,0,0,1,0,"g3fc/01",400,0,0,"ギラバニア","結晶化空間","",-1,0,"g3fc",True,False,False
436,"",0,0,0,1,0,"g3fc/02",400,0,32,"ギラバニア","神話空間","",-1,0,"g3fc",True,False,False
437,"",0,0,0,1,298,"e3eb/00",400,-60,-46,"オサード","ドマ町人地","",-1,0,"e3eb",True,True,False
438,"",0,0,0,1,0,"e1i4/00",400,0,0,"ひんがしの国","紅梅御殿：部屋","",-1,0,"e1i4_2",True,False,False
439,"",11,8,0,1,321,"e3d5/00",200,0,0,"オサード","獄之蓋","",94,16382,"e3d5",True,False,False
440,"",0,0,0,1,311,"l1p2/00",200,0,0,"モードゥナ","クリスタルタワー演習場","",-1,0,"",True,False,False
441,"",6,9,1,1,315,"a2d4/01",200,0,350,"アバラシア","フラクタル・コンティニアム (Hard)","艦体構造群",91,14,"a2d4",True,False,False
442,"",6,9,2,1,316,"a2d4/02",200,237,-128,"アバラシア","フラクタル・コンティニアム (Hard)","右舷構造群",91,496,"a2d4",True,False,False
443,"",6,9,3,1,317,"a2d4/03",200,0,-300,"アバラシア","フラクタル・コンティニアム (Hard)","艦尾構造群",91,32256,"a2d4",True,False,False
444,"",0,0,0,1,0,"default/00",100,0,0,"ギラバニア","次元の狭間","",-1,0,"z3e5",True,True,False
445,"",0,0,0,1,320,"z3o6/00",200,-67,-250,"ギラバニア","次元の狭間","",90,30,"e0196",True,False,False
446,"",0,0,1,1,0,"z3o7/01",400,0,0,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
447,"",0,0,0,1,0,"z3o8/00",400,0,0,"ギラバニア","被検世界「シグマ」V2.0","",-1,0,"z3o8",True,False,False
448,"",0,0,0,1,0,"z3o9/00",400,0,0,"ギラバニア","被検世界「シグマ」V3.0","",-1,0,"z3o9",True,False,False
449,"",0,0,0,1,0,"z3oa/00",400,0,0,"ギラバニア","被検世界「シグマ」V4.0","",-1,0,"z3oa",True,False,False
450,"",0,0,0,1,0,"e3fb/00",400,0,0,"オサード","白帝の竹林","",-1,0,"e3fb",True,False,False
451,"",0,0,0,1,0,"f1e9/00",400,0,125,"黒衣森","ヴァレンティオンセレモニー","",-1,0,"f1e9",True,False,False
452,"",0,0,0,1,0,"z3o7/02",400,30,-45,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
453,"",0,0,0,1,0,"z3o7/03",400,-145,70,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
454,"",0,0,0,1,0,"z3o7/04",400,-145,26,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
455,"",0,0,0,1,0,"z3o7/05",400,-145,-28,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
456,"",0,0,0,1,0,"z3o7/06",400,-145,-72,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
457,"",0,0,0,1,0,"z3o7/07",400,-216,70,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
458,"",0,0,0,1,0,"z3o7/08",400,-216,26,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
459,"",0,0,0,1,0,"z3o7/09",400,-216,-28,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
460,"",0,0,0,1,0,"z3o7/10",400,-216,-72,"ギラバニア","被検世界「シグマ」V1.0","",-1,0,"z3o7",True,False,False
461,"",0,0,0,1,314,"e3e7/00",400,0,0,"オサード","帰燕館","",-1,0,"e3e7",True,True,False
462,"",0,0,0,1,319,"e3e8/00",400,-62,475,"オサード","醴泉神社境内","",-1,0,"e3e8",True,True,False
463,"",0,0,0,1,313,"e3ec/00",400,23,34,"オサード","ドマ町人地","",-1,0,"e3ec",True,False,False
464,"",11,9,2,1,322,"e3d6/01",200,240,0,"オサード","ガンエン廟","ガンエン廟",92,62,"e3d6",True,False,False
465,"",11,9,3,1,323,"e3d6/02",200,-240,0,"オサード","ガンエン廟","無二江",92,960,"e3d6",True,False,False
466,"",11,9,1,1,324,"e3d6/03",200,-15,0,"オサード","ガンエン廟","大龍山脈",92,15360,"e3d6",True,False,False
467,"",0,0,0,1,326,"z3fb/00",100,0,0,"？？？？","エウレカ：パゴス帯","",96,32766,"z3fb",True,False,False
468,"",0,0,0,1,0,"e3fc/00",400,-100,-100,"オサード","大草原の狩場","",-1,0,"e3fc",True,False,False
469,"",0,0,0,1,0,"default/00",100,0,0,"オサード","醴泉神社参道","",-1,0,"e0199",True,False,False
470,"",99,3,1,1,327,"z3r2/01",200,202,-92,"？？？？","封じられた聖塔 リドルアナ","リドルアナ大瀑布",95,14,"z3r2",True,False,False
471,"",99,3,2,1,328,"z3r2/02",200,230,432,"？？？？","封じられた聖塔 リドルアナ","大灯台下部",95,48,"z3r2",True,False,False
472,"",99,3,3,1,329,"z3r2/03",200,230,494,"？？？？","封じられた聖塔 リドルアナ","大灯台上部",95,448,"z3r2",True,False,False
473,"",99,3,4,1,330,"z3r2/04",200,-800,144,"？？？？","封じられた聖塔 リドルアナ","機工都市ゴーグ",95,65024,"z3r2",True,False,False
474,"",0,0,0,1,331,"z3r2/05",200,-800,-800,"？？？？","封じられた聖塔 リドルアナ","封殺の層",95,8192,"z3r2",True,False,False
475,"",0,0,0,1,0,"w1fz/00",400,-100,-100,"？？？？","禁絶幻想","",-1,0,"w1fz",True,False,False
476,"",0,0,0,1,0,"e3fd/00",400,-100,-100,"オサード","カストルム・フルーミニス","",-1,0,"e3fd",True,False,False
477,"",0,0,0,1,0,"default/00",100,0,0,"オサード","アメノミハシラ","",-1,0,"e3ed",True,True,False
478,"",0,0,0,1,0,"default/00",100,0,0,"オサード","ザ・バーン","",-1,0,"ec009",True,False,False
479,"",0,0,0,1,325,"e3ee/00",400,0,0,"オサード","カストルム・フルーミニス","",-1,0,"e3ee",True,True,False
480,"",11,10,0,1,336,"e3d7/00",200,0,0,"オサード","ザ・バーン","",99,65534,"e3d7",True,False,False
481,"",7,15,1,1,332,"d2d9/01",200,0,0,"ドラヴァニア","聖モシャーヌ植物園 (Hard)","1F",97,62,"d2d9",True,False,False
482,"",7,15,2,1,333,"d2d9/02",200,0,0,"ドラヴァニア","聖モシャーヌ植物園 (Hard)","B1F",97,8128,"d2d9",True,False,False
483,"",0,0,0,1,0,"default/00",100,0,0,"？？？？","リドルアナ大瀑布","",-1,0,"z3r2_event",True,True,False
484,"",0,0,0,1,335,"z3fc/00",100,0,0,"？？？？","エウレカ：ピューロス帯","",98,16382,"z3fc",True,False,False
485,"",0,0,0,1,0,"z3oc/00",400,-100,-100,"ギラバニア","被検世界「プサイ」V1.0","",-1,0,"z3oc",True,False,False
486,"",0,0,0,1,0,"z3oe/00",400,-100,-100,"ギラバニア","次元の狭間","",-1,0,"z3oe",True,False,False
487,"",0,0,0,1,334,"w1t1/01",200,0,0,"ザナラーン","ウルダハ：ナル回廊","",-1,0,"w1t1_5th",True,False,False
488,"",0,0,0,1,341,"w1p1/00",100,0,0,"ザナラーン","ヒドゥンゴージ","",-1,0,"w1p1",True,False,False
489,"",0,0,0,1,0,"e3ff/00",400,-100,-100,"ひんがしの国","クガネ大橋","",-1,0,"e3ff",True,False,False
490,"",0,0,0,1,0,"w1tz/00",400,-100,-100,"ザナラーン","ブルースカイ","",-1,0,"w1tz",True,False,False
491,"",15,2,0,1,363,"n4f1/00",100,0,0,"ノルヴラント","レイクランド","",24,536870910,"n4f1",False,False,False
492,"",15,3,0,1,364,"n4f2/00",100,0,0,"ノルヴラント","コルシア島","",25,2147483646,"n4f2",False,False,False
493,"",15,4,0,1,365,"n4f3/00",100,0,0,"ノルヴラント","アム・アレーン","",26,536870910,"n4f3",False,False,False
494,"",15,5,0,1,366,"n4f4/00",100,0,0,"ノルヴラント","イル・メグ","",27,536870910,"n4f4",False,False,False
495,"",15,6,0,1,367,"n4f5/00",100,0,0,"ノルヴラント","ラケティカ大森林","",28,2147483646,"n4f5",False,False,False
496,"",15,7,0,1,368,"n4f6/00",100,0,0,"ノルヴラント","テンペスト","",29,536870910,"n4f6",False,False,False
497,"",15,8,0,1,370,"n4t1/00",200,0,0,"ノルヴラント","クリスタリウム","",-1,0,"n4t1",True,False,False
498,"",15,9,1,1,371,"n4t2/01",200,0,0,"ノルヴラント","ユールモア","樹根の層",-1,0,"n4t2",True,False,False
499,"",0,0,0,1,0,"o3c2/00",400,-100,-100,"？？？？","ウズネアカナル祭殿","",-1,0,"o3c2",True,False,False
500,"",8,10,0,1,340,"g3d5/00",200,0,0,"ギラバニア","ギムリトダーク","",100,1022,"g3d5",True,False,False
501,"",0,0,0,1,0,"z3od/00",400,-100,-100,"ギラバニア","被検世界「プサイ」V2.0","",-1,0,"z3od",True,False,False
502,"",0,0,0,1,0,"z3of/00",400,-100,-100,"ギラバニア","次元の狭間","",-1,0,"z3of",True,False,False
503,"",0,0,0,1,0,"e3fe/00",400,-100,-100,"オサード","獄之底","",-1,0,"e3fe",True,False,False
504,"",0,0,1,1,337,"f1d9/01",200,0,0,"黒衣森","亡霊屋敷 ホーンテッドマナー","1F",-1,0,"f1d9_event",True,True,False
505,"",0,0,2,1,338,"f1d9/02",200,0,0,"黒衣森","亡霊屋敷 ホーンテッドマナー","2F",-1,0,"f1d9_event",True,True,False
506,"",0,0,3,1,339,"f1d9/03",200,0,0,"黒衣森","亡霊屋敷 ホーンテッドマナー","B1F",-1,0,"f1d9_event",True,True,False
507,"",0,0,0,1,0,"default/00",400,0,0,"ザナラーン","ベラフディア遺跡風特設アスレチック","",-1,0,"w1eg",True,False,False
508,"",0,0,0,1,0,"default/00",100,0,0,"ギラバニア","次元の狭間","",-1,0,"z3e8",True,True,False
509,"",0,0,0,1,0,"default/00",400,-100,-100,"ギラバニア","次元の狭間","",-1,0,"z3e9",True,True,False
510,"",15,12,1,1,361,"n4d3/01",200,0,-274,"ノルヴラント","キタンナ神影洞","キタンナ神影洞",109,2046,"n4d3",True,False,False
511,"",15,12,2,1,362,"n4d3/02",200,0,403,"ノルヴラント","キタンナ神影洞","チャール神の踊場",109,63488,"n4d3",True,False,False
512,"",99,4,1,1,351,"z3r3/01",200,-545,-663,"？？？？","楽欲の僧院 オーボンヌ","ゴルモア大密林",101,6,"z3r3",True,False,False
513,"",99,4,2,1,352,"z3r3/02",200,-600,-150,"？？？？","楽欲の僧院 オーボンヌ","オーボンヌ修道院",101,56,"z3r3",True,False,False
514,"",99,4,3,1,353,"z3r3/03",200,645,540,"？？？？","楽欲の僧院 オーボンヌ","死せる都",101,192,"z3r3",True,False,False
515,"",0,0,0,1,342,"z3fd/01",100,0,475,"？？？？","エウレカ：ヒュダトス帯","",102,8190,"z3fd",True,False,False
516,"",0,0,0,1,0,"e3fg/00",400,-100,-100,"オサード","蛇神大社","",-1,0,"e3fg",True,False,False
517,"",0,0,0,1,344,"g3e7/01",400,0,0,"ギラバニア","ガレマール帝国軍天幕","",-1,0,"g3e7",True,True,False
518,"",0,0,0,1,343,"g3e7/02",400,480,-130,"ギラバニア","エオルゼア同盟軍本陣","",-1,0,"g3e7",True,True,False
519,"",99,4,4,1,354,"z3r3/04",200,-600,600,"？？？？","楽欲の僧院 オーボンヌ","水晶の監獄",101,256,"z3r3",True,False,False
520,"",0,0,0,1,345,"z3fd/02",200,0,-754,"？？？？","エウレカ：ヒュダトス帯","本部塔エントランス",-1,0,"z3fd",True,False,False
521,"",0,0,0,1,346,"z3fd/03",200,0,-450,"？？？？","エウレカ：ヒュダトス帯","バルデシオンアーセナル：最下層",-1,0,"z3fd",True,False,False
522,"",0,0,0,1,0,"z3r3/05",200,-300,50,"？？？？","楽欲の僧院 オーボンヌ","懺悔室",-1,0,"z3r3",True,False,False
523,"",0,0,0,1,0,"z3r3/06",200,600,600,"？？？？","楽欲の僧院 オーボンヌ","古の闘技場",-1,0,"z3r3",True,False,False
524,"",0,0,0,1,347,"z3fd/04",200,0,-450,"？？？？","エウレカ：ヒュダトス帯","バルデシオンアーセナル：中層",-1,0,"z3fd",True,False,False
525,"",0,0,0,1,348,"z3fd/05",200,0,-450,"？？？？","エウレカ：ヒュダトス帯","バルデシオンアーセナル：霊極層",-1,0,"z3fd",True,False,False
526,"",0,0,0,1,349,"z3fd/06",200,0,-450,"？？？？","エウレカ：ヒュダトス帯","バルデシオンアーセナル：星極層",-1,0,"z3fd",True,False,False
527,"",0,0,0,1,350,"z3fd/07",200,0,-450,"？？？？","エウレカ：ヒュダトス帯","バルデシオンアーセナル：最上層",-1,0,"z3fd",True,False,False
528,"",15,11,1,1,355,"n4d2/01",200,0,200,"ノルヴラント","ドォーヌ・メグ","幻惑の園",103,2046,"n4d2",True,False,False
529,"",15,11,2,1,356,"n4d2/02",200,170,0,"ノルヴラント","ドォーヌ・メグ","幻惑の城",103,63488,"n4d2",True,False,False
530,"",15,16,1,1,357,"n4d7/01",200,0,0,"ノルヴラント","シルクス・ツイニング","地下浅層",104,4094,"n4d7",True,False,False
531,"",15,16,2,1,358,"n4d7/02",200,0,0,"ノルヴラント","シルクス・ツイニング","地下深層",104,61440,"n4d7",True,False,False
532,"",15,15,1,1,359,"n4d6/01",100,0,0,"ノルヴラント","アーモロート","滅びゆく都",105,126,"n4d6",True,False,False
533,"",15,15,2,1,360,"n4d6/02",100,0,0,"ノルヴラント","アーモロート","滅びゆく星",105,896,"n4d6",True,False,False
534,"",0,0,0,2,0,"world/99",100,0,0,"","","",-1,0,,True,False,False
535,"予感",14,3,0,2,382,"world/02",100,0,0,"第一世界","第一世界","",-1,0,,True,False,False
536,"",15,14,1,1,374,"n4d5/01",200,-188,0,"ノルヴラント","グルグ火山","下層",107,30,"n4d5",True,False,False
537,"",15,14,2,1,375,"n4d5/02",200,240,-100,"ノルヴラント","グルグ火山","上層",107,4064,"n4d5",True,False,False
538,"",15,17,1,1,376,"n4d8/01",200,0,30,"ノルヴラント","アナイダアカデミア","構内",108,4094,"n4d8",True,False,False
539,"",15,17,2,1,377,"n4d8/02",200,0,379,"ノルヴラント","アナイダアカデミア","屋上",108,4096,"n4d8",True,False,False
540,"",15,13,1,1,378,"n4d4/01",200,-65,-30,"ノルヴラント","マリカの大井戸","赤の水殿",106,6,"n4d4",True,False,False
541,"",15,13,2,1,379,"n4d4/02",200,-212,-220,"ノルヴラント","マリカの大井戸","翠の坑道",106,120,"n4d4",True,False,False
542,"",15,13,3,1,380,"n4d4/03",200,-220,-212,"ノルヴラント","マリカの大井戸","青の水脈",106,16256,"n4d4",True,False,False
543,"予感",15,1,0,5,369,"region/10",100,0,0,"ノルヴラント","ノルヴラント","",-1,0,,True,False,False
544,"",15,10,0,1,381,"n4d1/00",200,0,0,"ノルヴラント","ホルミンスター","",111,1022,"n4d1",True,False,False
545,"",0,0,0,1,386,"l1e5/00",400,0,0,"モードゥナ","シルクスの峡間","",-1,0,"l1e5",True,True,False
546,"",0,0,0,1,390,"n4ti/00",800,0,0,"ノルヴラント","ペンダント居住館：居室","",-1,0,"n4ti",True,False,False
547,"",0,0,0,1,385,"n4e1/00",400,0,0,"ノルヴラント","星見の間 ","",-1,0,"n4e1",True,True,False
548,"",0,0,0,1,0,"s1t2/02",400,151,-266,"ラノシア","エーデルワイス商会","",-1,0,"s1t2",True,True,False
549,"",0,0,0,1,0,"s1f3/02",400,25,-258,"ラノシア","船着場の平屋","",-1,0,"s1f3",True,True,False
550,"",0,0,0,1,0,"default/00",100,461,560,"ノルヴラント","ナバース家の鉱山","",-1,0,"n4f3",True,False,False
551,"",0,0,0,1,0,"default/00",100,120,768,"ノルヴラント","ロンカの遺構","",-1,0,"n4f5",True,False,False
552,"",0,0,0,1,383,"default/00",100,-109,-690,"ノルヴラント","イマキュレートクラウン","",-1,0,"n4fb_event",True,True,False
553,"",0,0,0,1,0,"default/00",100,0,0,"ノルヴラント","大トゥパサの崇神所","",-1,0,"ec012",True,False,False
554,"",15,9,2,1,372,"n4t2/02",200,0,0,"ノルヴラント","ユールモア","樹幹の層",-1,0,"n4t2",True,False,False
555,"",15,9,3,1,373,"n4t2/03",200,0,0,"ノルヴラント","ユールモア","樹梢の層",-1,0,"n4t2",True,False,False
556,"",0,0,0,1,0,"n4fa/00",400,-100,-100,"ノルヴラント","妖精王の舞踏場","",-1,0,"n4fa",True,False,False
557,"",0,0,0,1,0,"n4fb/00",400,-100,-100,"ノルヴラント","イマキュレートクラウン","",-1,0,"n4fb",True,False,False
558,"",0,0,0,1,384,"n4fc/00",400,-100,-100,"ノルヴラント","終末のアーモロート","",-1,0,"n4fc",True,False,False
559,"",0,0,0,1,0,"n4g1/00",400,-100,-100,"ノルヴラント","エデンコア","",-1,0,"n4g1",True,False,False
560,"",0,0,0,1,0,"n4g2/00",400,-100,-100,"ノルヴラント","エデン甲板","",-1,0,"n4g2",True,False,False
561,"",0,0,0,1,0,"n4g3/00",400,-100,-100,"ノルヴラント","ネレウス海淵","",-1,0,"n4g3",True,False,False
562,"",0,0,0,1,0,"n4g4/00",400,-100,-100,"ノルヴラント","アトラス山頂","",-1,0,"n4g4",True,False,False
563,"",0,0,0,1,0,"default/00",100,0,0,"？？？？","リェー・ギア・ダンジョン","",-1,0,"n4c1",True,False,False
564,"",0,0,0,1,0,"default/00",100,0,0,"ノルヴラント","エデンコア","",-1,0,"n4gy",True,True,False
565,"",0,0,0,1,387,"n4gz/00",400,0,0,"ノルヴラント","無の大地","",-1,0,"n4gz",True,True,False
566,"",0,0,0,1,0,"n4fd/00",400,-100,-100,"ノルヴラント","終末のアーモロート","",-1,0,"n4fd",True,False,False
567,"",15,18,0,1,392,"n4d9/00",200,0,0,"ノルヴラント","グラン・コスモス","",112,8190,"n4d9",True,False,False
568,"",0,0,0,1,391,"e3p1/00",100,0,0,"オサード","オンサル・ハカイル","",-1,0,"e3p1",True,False,False
569,"",15,19,1,1,394,"n4r1/01",200,610,70,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：上層",113,254,"n4r1",True,False,False
570,"",15,19,2,1,395,"n4r1/02",200,805,240,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：中層",113,256,"n4r1",True,False,False
571,"",15,19,3,1,396,"n4r1/03",200,742,-584,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：下層",113,7680,"n4r1",True,False,False
572,"",15,19,4,1,397,"n4r1/04",200,-900,-672,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：深層",113,57344,"n4r1",True,False,False
573,"",0,0,0,1,0,"d2az/00",400,-100,-100,"？？？？","階差閉宇宙","",-1,0,"d2az",True,False,False
574,"",0,0,0,1,430,"r1hx/00",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
575,"",0,0,0,1,398,"n4e8/01",400,0,0,"ノルヴラント","機械遺跡の坑道","",-1,0,"n4e8",True,True,False
576,"",0,0,0,1,402,"n4e9/10",400,-12,50,"ノルヴラント","リェー・メグ","",-1,0,"n4e9_1",True,True,False
577,"",0,0,0,1,0,"default/00",100,0,0,"？？？？","帝都魔導城","",-1,0,"ec018",True,False,False
578,"",0,0,1,1,399,"n4r1/01",200,610,70,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：上層",113,254,"n4r1_event",True,True,False
579,"",0,0,0,1,0,"n4r1/02",200,805,240,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：中層",113,256,"n4r1_event",True,True,False
580,"",0,0,2,1,400,"n4r1/03",200,742,-584,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：下層",113,7680,"n4r1_event",True,True,False
581,"",0,0,3,1,401,"n4r1/04",200,-900,-672,"ノルヴラント","複製サレタ工場廃墟","工場廃墟：深層",113,57344,"n4r1_event",True,True,False
582,"",0,0,0,1,402,"n4e9/40",400,-12,50,"ノルヴラント","リェー・メグ","",-1,0,"n4e9_4",True,True,False
583,"",0,0,0,1,0,"n4fe/00",400,-100,-100,"ギラバニア","ギムリト防衛ライン","",-1,0,"n4fe",True,False,False
584,"",0,0,0,1,409,"a2fx/00",100,0,0,"アバラシア","ディアデム諸島","",17,134217726,"a2fx",False,False,False
585,"",15,20,1,1,406,"n4da/01",200,100,-390,"ノルヴラント","アニドラス・アナムネーシス","セティボス海溝",114,2,"n4da",True,False,False
586,"",15,20,2,1,407,"n4da/02",200,0,0,"ノルヴラント","アニドラス・アナムネーシス","遺構表層",114,508,"n4da",True,False,False
587,"",0,0,0,1,411,"r1hx/21",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
588,"",0,0,0,1,411,"r1hx/22",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
589,"",0,0,0,1,0,"n4g5/00",400,-100,-100,"ノルヴラント","ガンドフ雷平原","",-1,0,"n4g5",True,False,False
590,"",0,0,0,1,0,"n4g6/00",400,-100,-100,"ノルヴラント","灰の旅程","",-1,0,"n4g6",True,False,False
591,"",0,0,0,1,0,"n4g7/00",400,-100,-100,"ノルヴラント","エデン甲板","",-1,0,"n4g7",True,False,False
592,"",15,21,1,1,403,"n4db/01",200,626,-611,"ノルヴラント","漆黒決戦 ノルヴラント","アム・アレーン",116,14,"n4db",True,False,False
593,"",15,21,2,1,404,"n4db/02",200,608,648,"ノルヴラント","漆黒決戦 ノルヴラント","イル・メグ",116,240,"n4db",True,False,False
594,"",15,21,3,1,405,"n4db/03",200,-567,-488,"ノルヴラント","漆黒決戦 ノルヴラント","レイクランド",116,7936,"n4db",True,False,False
595,"",15,20,3,1,408,"n4da/03",200,0,425,"ノルヴラント","アニドラス・アナムネーシス","遺構深層",114,512,"n4da",True,False,False
596,"",0,0,0,1,411,"r1hx/23",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
597,"",0,0,0,1,411,"r1hx/24",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
598,"",0,0,0,1,0,"default/00",100,0,0,"？？？？","徳測りし前室","",-1,0,"ec021",True,False,False
599,"",0,0,0,1,0,"n4g8/01",400,-100,-100,"ノルヴラント","大氷河","",-1,0,"n4g8",True,False,False
600,"",0,0,0,1,0,"default/00",100,0,0,"？？？？","シドの記憶空間","",-1,0,"ec020",True,False,False
601,"",0,0,0,1,0,"default/00",400,0,0,"ラノシア","ニーム浮遊遺跡風特設アスレチック","",-1,0,"s1e8",True,False,False
602,"",0,0,0,1,0,"n4g8/02",400,-100,-165,"ノルヴラント","分断された大氷河","",-1,0,"n4g8",True,False,False
603,"",0,0,0,1,410,"n4ea/00",400,0,0,"？？？？","ガンゴッシュ","",-1,0,"n4ea",True,True,False
604,"",0,0,0,1,413,"o1a1/00",400,0,0,"？？？？","エンデバー号","",-1,0,"o1a1",True,False,False
605,"",0,0,0,1,412,"r1hx/24",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
606,"",0,0,0,1,418,"n4b4/01",100,-127,-424,"？？？？","南方ボズヤ戦線","",117,16382,"n4b4",True,False,False
607,"",0,0,0,1,0,"n4b2/00",400,-35,683,"？？？？","交信雷波塔管制室","",-1,0,"n4b2",True,False,False
608,"",15,22,1,1,424,"n4r2/01",200,290,-190,"ノルヴラント","人形タチノ軍事基地","ドヴェルガル山脈",115,30,"n4r2",True,False,False
609,"",15,22,2,1,425,"n4r2/02",200,290,200,"ノルヴラント","人形タチノ軍事基地","バンカー",115,992,"n4r2",True,False,False
610,"",15,22,3,1,426,"n4r2/03",200,-200,100,"ノルヴラント","人形タチノ軍事基地","エレベーター",115,1024,"n4r2",True,False,False
611,"",15,22,4,1,427,"n4r2/04",200,-200,460,"ノルヴラント","人形タチノ軍事基地","エイリアンシップ",115,63488,"n4r2",True,False,False
612,"",0,0,0,1,0,"n4ff/01",400,-100,-100,"？？？？","始皇帝の玉座","",-1,0,"n4ff",True,False,False
613,"",0,0,0,1,0,"default/00",400,-100,-800,"？？？？","次元の狭間","",-1,0,"n4ff",True,False,False
614,"",0,0,0,1,419,"n4e8/02",400,50,118,"ノルヴラント","アノッグの部屋","",-1,0,"n4e8",True,True,False
615,"",0,0,0,1,422,"r1hx/31",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
616,"",0,0,0,1,420,"n4b4/02",200,-80,492,"？？？？","カストルム・ラクスリトレ","",-1,0,"n4b4",True,False,False
617,"",0,0,0,1,421,"n4eb/01",400,2,-27,"？？？？","ターンクリフ","",-1,0,"n4eb",True,True,False
618,"",0,0,0,1,0,"n4eb/02",400,15,-610,"？？？？","ターンクリフ沖","",-1,0,"ec023",True,False,False
619,"",0,0,0,1,423,"l1e1/02",400,60,-20,"モードゥナ","石の家","",-1,0,"l1e1",True,True,False
620,"",0,0,0,1,422,"r1hx/32",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
621,"",0,0,0,1,422,"r1hx/33",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
622,"",0,0,0,1,422,"r1hx/34",200,0,0,"クルザス","蒼天街","",-1,0,"r1hx",True,False,False
